RepRapFirmware height map file v2 generated at 2021-04-19 18:41, min error -1.111, max error -0.498, mean -0.924, deviation 0.141
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
20.00,280.00,50.00,350.00,-1.00,40.00,40.00,7,8
 -0.881, -0.991, -0.997, -0.985, -0.954, -0.857, -0.763
 -0.991, -1.070, -1.064, -1.045, -0.987, -0.870, -0.805
 -1.002, -1.051, -1.067, -0.996, -0.984, -0.874, -0.793
 -0.906, -1.007, -1.057, -1.004, -0.958, -0.828, -0.765
 -0.817, -0.989, -1.107, -1.084, -1.010, -0.832, -0.720
 -0.711, -0.975, -1.109, -1.047, -1.011, -0.815, -0.669
 -0.837, -1.012, -1.111, -1.063, -0.976, -0.767, -0.586
 -0.971, -1.038, -1.037, -0.979, -0.827, -0.620, -0.498
